translation,selected_choice
重税之下，老百姓没有办法生活下去，他们就会像无食之鸟、被困之兽一样，被迫逃亡。,吾愿取之勿求羡，穷鸟困兽易遯逃。
只是空谈半夜，令人扼腕叹息。,可怜夜半虚前席
妓女们放开歌喉，她们的歌喉响遏入云，她们牵曳着衣裳挽留前来冶游的男子。,玉喉窱窱排空光，牵云曳雪留陆郎。
您家云母石做成的漂亮屏风。,君家云母障
只盼望这一天早早到来。,誓期春之阳
南风把大山吹成平地。,南风吹山作平地
想尽了办法为博取周郎的青睐。,欲得周郎顾
我劝着别人喝新丰出产的美酒。,妾劝新丰酒
乱糟糟的烟雾笼罩着青绿的台阶。,乱烟笼碧砌
却只见幽暗的丛林笼罩着烟云。,冥冥烟树深
翠绿的沙洲仿佛围绕游船转动。,芳洲却已转
十年里四次停泊在这百花洲。,十年四泊百花洲
乘着兴致追逐随风飘飞的红色花瓣，穿过柳丝飘摇的小巷。,兴逐乱红穿柳巷
人们恭恭敬敬地焚烧纸人纸马，好博得诸神欢心洗喜地，满意地返回青山。,送神万骑还青山
环境清幽，不需要随从，独自一人在这里漫步就很好。,不要人随只独行
美人梳洗妆扮的时候。,美人梳洗时
黄昏时假如泊舟在喧闹低湿的地方，将令我忧愁。,应愁晚泊喧卑地
田翁说春社快要临近。,田翁逼社日
今天邻居送了我腊八粥。,今朝佛粥更相馈
人生贵在相知。,人生贵相知
有片稀疏的树林，林后是耸立的高山，一半沐浴着西斜的阳光。,一半秋山带夕阳
送君送到灞陵亭。,送君灞陵亭
月宫的蟾蜍也自然倾斜。,蟾蜍且自倾
你到晚年反而遭受世俗的白眼。,途穷反遭俗眼白
来的时候莲花把她们迎进河口。,来时浦口花迎入
东望少城那里鲜花如烟。,东望少城花满烟
再在益陵取钟山做王苑中的小山。,扫清江汉始应还
覆水难收。,覆水再收岂满杯
清澈的河水也自在流动。,中流澹自清
将军臂膊上绑缚着胡瓶，骑着紫薄汗马，英姿飒爽。,胡瓶落膊紫薄汗
一旦进入深幽如海的侯门。,侯门一入深如海
今天在门外就如此冷落了。,今朝门外好张罗
一会儿，那兴云作雨的龙挟着雷电乌云离去，眼前出现的是池塘水溢，青草滴翠，万蛙齐鸣。,雨过不知龙去处，一池草色万蛙鸣。
门前是你离家时徘徊的足迹。,门前迟行迹
人生漂泊时光荏苒。,人无根蒂时不驻
琵琶呜咽，弹出令人泪垂的出塞曲。,琵琶出塞曲
如今丈夫死在战场上，今后谁才是她的依靠？肚子里的遗孤生下来怎样哺育？虽然还活着但就像白天的蜡烛那样暗淡无光，生活毫无希望。,夫死战场子在腹，妾身虽存如昼烛。
她们婉转的歌声和身上散发出的香气充溢着房间。,清歌一啭口氛氲
不要嫌恶于空和静。,无厌空且静
无须借飞鸾为坐骑去飞升成仙。,飞鸾不假骖
采莲姑娘碰见自己的心上人，想跟他打招呼又怕人笑话。,逢郎欲语低头笑
光明媚，柳花飘飘扬扬坠在行舟之中。,柳花飞入正行舟
杨贵妃一起倚着栏杆而立。,太真同凭阑干立
江边的素沙冲刷着白石。,白石素沙亦相荡
山又高树又密太阳出得很迟。,山高树多日出迟
夕阳染红了远远近近的山岭，觅巢归宿的乌鸦在层林之间飞来飞去，噪声乱成一片。,向陵鸦乱夕阳中
全县都风闻你的清廉。,清风动百里
共同醉倒于洞庭湖的秋天。,醉杀洞庭秋
凉州方圆七里住着十万人家。,凉州七里十万家
时值秋季夜空阴月朗照。,当时秋月好
对着雪洒昏灯寒夜长，仰天叹气泪落一行又一行！,雪洒寒灯泪数行
把一块玉石精雕成真假莫辨的楮叶，竟然不值半文钱。,楮叶成来不直钱
假如说姑且等到明天到了再去做。,若言姑待明朝至
我以笔墨谋生，博取功名利禄，钻研不息的文章，但没有经邦治世的功用。,文章功用不经世
古道的那头逶迤连绵通长安，紫色宫阙上浮云顿生，遮蔽了红日。,古道连绵走西京，紫阙落日浮云生。
清冷的月宫一团团桂花开得正盛。,月宫清冷桂团团
这时她可能在猜想何时出嫁吧。,悬知犹未嫁
就像是飘飘洒洒永不停止的秋雨，弥漫在山岭之上，突然，筝弦断了，乐人思念之极。,岭色千重万重雨
明日里就要抵达都城中。,帝乡明日到
脚穿麻鞋，此日登台望旧京。,此日麻鞋拜故京
听说金陵是个虎踞龙盘之地。,闻道金陵龙虎盘
照得晶莹的沙粒闪闪发光。,玉沙粼粼光
心却飞往秦塞云中。,影滞楚关月
玄宗迫于无奈赐死杨贵妃后对她思念更深。,死弃马嵬念更深
飒飒秋风卷地而来，满园菊花瑟瑟飘摇。,飒飒西风满院栽
江面风平浪静倒映着一片蓝天。,片水无痕浸碧天
在一天之间凄怆寂寞使我的面容变得憔悴。,宿昔容鬓改
可惜醉梦之中度残年。,可惜雄心醉中老
阳光照耀着蜿蜒曲折的水流。,动摇山水影
一再呼唤也不敢回头。,千唤不一回
酒有的清，有的浊。,倾榼浊复清
萧索的朔风把帽带吹得低垂。,秦风帽带垂
两侧的庙廊鼓声隆隆。,两廊振法鼓
挺拔山峰直出云间。,数峰出云间
此处虽然萧条了，但是一大早就来此为送别饯行的，并在这里放牧将要远行的马匹。,此地朝来饯行者，翻向此中牧征马。
全国陷入水深火热之中。,四海如鼎沸
翠菱掩露青萍绿透一池锦水。,菱透浮萍绿锦池
我是不敢像贾谊那样因为被贬而感到遗憾的。,不敢恨长沙
那可爱的绿色简直要染到人的衣服上来。,欲上人衣来
可你们各自操劳于州县。,飘摇劳州县
枯败的槲叶，落满了荒山的野路。,槲叶落山路
请君不要再演奏前朝的歌曲。,请君莫奏前朝曲
夜晚略微感到寒气。,稍稍夜寒生
后羿射下了九个太阳。,羿昔落九乌
天气晴和，远处山峰挺出。,天清远峰出
精美的瑟为什么竟有五十根弦。,锦瑟无端五十弦
吹进竹林能使万竿倾斜。,入竹万竿斜
西北部的军队士兵会整理戎装，打扮自己，早晚在黄河转弯的地方奔驰狩猎。,蕃州部落能结束，朝暮驰猎黄河曲。
头似龙，颈似凤，有狞恶有俊妍。,龙颅凤颈狞且妍
不要向西湖吟唱此诗。,莫向西湖歌此曲
分手之后我们只能同看明月。,别后同明月
同心知己如今又要与我分开。,同心与我违
夕阳挥中山色增添秀美。,山爱夕阳时
露水下降，乾坤清澄，银河耿耿。,白露洗空河汉明
明日解缆开船便驶向长安。,舟船明日是长安
东至日本。,东风日本至
也有介子推拒做官而被大火烧死。,士甘焚死不公侯
但宫中的美人狂欢了一夜，兴犹未尽，仍在追逐嬉戏。,罗绮自相亲
还是用那青黛画眉，画得又细又长。,青黛点眉眉细长
今天又在这里举起了酒杯。,今朝更举觞
我何尝没有隐居的打算，在江海之间打发日子，岂不清高？,非无江海志，潇洒送日月。
娇郎痴立像天空无依的浮云。,娇郎痴若云
走长途的时间很紧。,牵迫限修途
我会常常想起你来。,一度思卿一怆然
因怀念你我对婢仆也格外恋爱。,尚想旧情怜婢仆
幽怨的秋思吹上青苍的枫树林。,幽愁秋气上青枫
落花的影子轻拂过精心装饰过的台阶和精美的筵席。,影拂妆阶玳瑁筵
抛出去管它是“枭”还是“卢”。,抛掷任枭卢
漩涡飞转瀑布飞泻争相喧闹着。,飞湍瀑流争喧豗
阳光终年罕至，所以每年开花总是比较迟。,年年自分着花迟
墙角有几枝梅花。,墙角数枝梅
远远地看见牧童骑着牛缓缓地在前村走过。,骑牛远远过前村
顺应自然的变化又何必惊恐呢？,委化何足惊
往年曾经到五陵去旅游。,昔年曾向五陵游
楼前的杨花茫茫，使人调怅。,杨花漠漠愁杀人
江面烟波渺渺让人更生烦愁！,烟波江上使人愁
想象中你远方的墓地，如今早已长满茂盛的蒿蓬。,蓬蒿今日想纷披
归思悠长上心头情满胸怀。,归思方悠哉
再次出发前面依然路途艰难。,出门行路难
穿上葛衣，像六月的雨中吹来凉风。,雨中六月兰台风
天上一轮明月洒下清辉，无论在在何处都共同分享着同一轮明月。,清月共婵娟
从太液池上传来阵阵莺鸣似的歌声。,莺歌闻太液
手持闪耀着秋莲寒光的利剑。,剑花秋莲光出匣
可是边界上的守将对此毫无所知，他们把自己的工作当儿戏，如果想找像李牧、廉颇那样的良将，那就更是找不到了。,棘门灞上徒儿戏，李牧廉颇莫更论。
但官府的派差却还无尽无休。,徭役犹未已
最终这样就可以保持自己真实自然。,终然保清真
那全是人间第一流物象情景。,尽是人间第一流
百尺长绳把韩碑拽倒。,长绳百尺拽碑倒
应当面对苍天痛哭一场才罢休。,合向苍冥一哭休
欢乐愉快未曾歇衰。,欢娱未曾歇
有一天盖上棺材，这事便无法再提。,盖棺事则已
在夜深之后唱起商歌。,商歌夜深后
所以故意化作花儿在庭院树间穿飞。,故穿庭树作飞花
曾经的贵族现在已经是悲泣的樵夫和桑妇。,樵苏泣遗老
眼前的美丑尚且不能分辨。,耳目所及尚如此
当地的衣冠服饰已经不再是唐朝的式样，然而父老乡亲，依然可以津津乐道东晋时期的典故事迹。,衣冠不复宗唐代，父老犹能道晋朝。
惟有东风吹送着游子，前方的道路漫长。,东风道路长
江边树上的蝉开始鸣叫了。,江头蝉始鸣
秦吴两地，如隔天涯。,秦吴渺天涯
江上的新滩不理解我的心意。,新滩莫悟游人意
渭水萦绕着秦关曲折地东流。,渭水自萦秦塞曲
清风亮节存留在竹林。,清风在竹林
打扮成南方贵族妇女的模样，夜晚独自在凉爽寂静的庭院中漫步。,独步闲庭逐夜凉
穷困也不足愁。,穷亦不足悲
你归秦地为你弹奏秦声，秦声悲哀啊，送你上路。,汝归秦兮弹秦声，秦声悲兮聊送汝。
我又备了一只小木筏，可代替出入江河的小舟。,故着浮槎替入舟
黑姓蕃王身穿貂鼠皮袭。,黑姓蕃王貂鼠裘
早就思念你而愁肠百结。,是妾断肠时
讲析易经，教人明白宇宙事物的奥秘。,讲易见天心
匣中的宝刀日夜在鸣叫。,匣里宝刀昼夜鸣
身处异地即便是欢乐也让人觉得悲凉。,异方之乐令人悲
就遣人骑马来问我需要什么东西。,遣骑问所须
千万别恃风涛之势上岸。,勿恃风涛势
汨罗江上无人凭吊逝去的屈原。,汨罗无处吊英灵
小小红泥炉，烧得殷红。,红泥小火炉
臂薄衫寒，似碧玉映纱。,臂薄衫寒玉映纱
峨眉山月又将随风伴送您西入长安。,风吹西到长安陌
小儿又哭又闹索要树上的黄莺。,小儿啼索树上莺
那天边的层云已渐渐积聚厚重的得挡住了东边的高山。,浮云郁东岑
城外萧萧刮起了寒冷的的北风。,城外萧萧北风起
听说有如此美妙的地方，我想扬鞭走马，去那里闭关静修。,闻此期振策，归来空闭关。
我虽然三十不到，但已二十有余。,三十未有二十余
四通八达，与市场相连接。,五剧三条控三市
世人求访异境，不过是空望云山。,世中遥望空云山
这首诗是想告诉志同道合的朋友。,书赠同怀人
偏偏最得王母娘娘的宠爱。,偏得王母娇
听说庞德公曾到这里。,昔闻庞德公
诸葛武侯在岷蜀佐助刘备立国，其凌云攻志，直吞咸京。,武侯立岷蜀，壮志吞咸京。
如果说琴声发自琴。,若言琴上有琴声
只能起身走动穿棉衣。,起覆旧绵衣
因此我才了解酒中圣贤。,所以知酒圣
这种花可以说是白色，也可以说是红色，到了晚年尤其是喜爱这种菊花。,土花能白又能红，晚节犹能爱此工。
领悟了空也就厌恶实体了。,观空厌有形
来听听新创作的《杨柳枝》。,听唱新翻杨柳枝
没多久就坦然地吃起了虾蟆。,而甘食虾蟆
小溪之滨，能听到鱼儿跳水的声音。,小浦闻鱼跃
斜月朦胧江潮正在下落。,潮落夜江斜月里
庭院里的小草已经争先冒出了它们嫩绿的尖芽。,虚庭草争出
但苍翠的山色却浓得仿佛要润湿了人的衣裳。,空翠湿人衣
那琵琶弦上弹奏着娇软的莺语，婉转动人。,弦上黄莺语
公府之中每日无事可办。,公府日无事
蜀地山清水秀。,蜀江水碧蜀山青
那些梨园子弟，一个个地烟消云散。,梨园弟子散如烟
春归匆匆走在我的前头。,春归在客先
远远望去，渔夫似在寻找沙岸泊船。,遥见寻沙岸
露水洗净了尘埃。,露洗微埃尽
到了村店，也因月昏无灯，泥路滑，十分难行，又好在村店竹窗射出读书、补衣灯的光亮，照着人继续前行。,村店月昏泥径滑，竹窗斜漏补衣灯。
盘龙纹的铰链圈着车里坐着歌女。,娼妇盘龙金屈膝
置身于这满是萧瑟之感的华子冈。,上下华子冈
更有五松名山四季清凉，可消夏寒。,五松名山当夏寒
今天忽然歧路分别各自西东。,今朝岐路忽西东
线毯线厚丝多不好卷送。,百夫同担进宫中
采摘些野菜可代佳肴。,掇野代嘉肴
我骑着马独自从西方那远在天边的地方归来，扬起马鞭急切地赶路，好像是和鸟儿在争先一样。,匹马西从天外归，扬鞭只共鸟争飞。
吴国地界将因此固若金汤。,吴关倚此固
在寒食节里，山中的酒也是醉香宜人的。,寒食山中酒复春
忽然一阵南风把房门吹开，又掀起桌上的书页。,唯有南风旧相识
枪打出头鸟，谁叫你那么喜欢提意见，那么会说话。,能言终见弃
那是南边花园绿草地上飞蝴蝶的时候——春天。,南园绿草飞蝴蝶
一旦离别武功而远去。,一别武功去
原来是像周穆王西行与王母开瑶池之宴一样去游宴了。,秋暮瑶池宴
锦江的春色从天地边际迎面扑来。,锦江春色来天地
惊恐的鸦鹊翻飞于林丛之中。,翻翻鹊惊丛
